,summary_method,summary_percentage,ranking,ranking_how,ranking_perc_threshold,confidence,relation,meteor_pr,meteor_re,meteor_f1,rouge-2_pr,rouge-2_re,rouge-2_f1
351,lex-rank,70,tfidf,all,70.0,0.7,rebel\_ft,42.5,16.7,23.7,33.3,1.3,2.5
752,lex-rank,70,tfidf,all,70.0,0.7,rebel\_hf,41.6,15.3,22.0,33.5,0.6,1.3
25,lex-rank,70,tfidf,single,15.0,0.5,rebel\_hf,32.9,15.7,20.7,21.4,1.8,3.3
366,lex-rank,70,tfidf,single,15.0,0.5,rebel\_ft,28.2,16.1,20.0,15.1,3.0,4.8
18,lex-rank,70,tfidf,single,15.0,0.7,rebel\_hf,32.9,15.7,20.7,20.9,1.8,3.2
492,lex-rank,70,tfidf,single,15.0,0.7,rebel\_ft,28.2,16.1,20.0,15.4,3.1,4.8
132,lex-rank,70,tfidf,single,30.0,0.5,rebel\_hf,37.6,15.6,21.6,27.4,1.2,2.3
273,lex-rank,70,tfidf,single,30.0,0.5,rebel\_ft,34.6,16.7,22.1,22.2,2.2,3.8
55,lex-rank,70,tfidf,single,30.0,0.7,rebel\_hf,37.6,15.6,21.6,26.8,1.2,2.2
390,lex-rank,70,tfidf,single,30.0,0.7,rebel\_ft,34.6,16.7,22.1,22.6,2.2,3.9
78,lex-rank,70,tfidf,single,50.0,0.5,rebel\_hf,40.2,15.3,21.8,31.2,0.8,1.6
170,lex-rank,70,tfidf,single,50.0,0.5,rebel\_ft,39.2,16.4,22.9,28.5,1.6,3.0
582,lex-rank,70,tfidf,single,50.0,0.7,rebel\_ft,39.2,16.4,22.9,29.1,1.6,3.0
627,lex-rank,70,tfidf,single,50.0,0.7,rebel\_hf,40.2,15.3,21.8,30.8,0.8,1.6
111,lex-rank,70,tfidf,single,70.0,0.5,rebel\_ft,42.3,16.5,23.5,32.4,1.3,2.5
458,lex-rank,70,tfidf,single,70.0,0.5,rebel\_hf,41.4,15.2,21.9,33.3,0.7,1.3
308,lex-rank,70,tfidf,single,70.0,0.7,rebel\_ft,42.3,16.5,23.5,33.0,1.3,2.5
734,lex-rank,70,tfidf,single,70.0,0.7,rebel\_hf,41.4,15.2,21.9,33.3,0.7,1.3
64,lex-rank,70,word2vec,all,15.0,0.5,rebel\_ft,31.8,18.1,22.6,17.4,3.1,5.1
738,lex-rank,70,word2vec,all,15.0,0.5,rebel\_hf,34.5,17.4,22.7,23.4,1.9,3.5
162,lex-rank,70,word2vec,all,15.0,0.7,rebel\_ft,31.7,18.0,22.6,17.9,3.5,5.7
612,lex-rank,70,word2vec,all,15.0,0.7,rebel\_hf,33.9,17.0,22.1,22.3,1.8,3.3
527,lex-rank,70,word2vec,all,30.0,0.5,rebel\_ft,36.2,18.6,24.2,24.8,2.4,4.3
542,lex-rank,70,word2vec,all,30.0,0.5,rebel\_hf,37.9,16.9,22.9,28.2,1.2,2.3
39,lex-rank,70,word2vec,all,30.0,0.7,rebel\_ft,36.4,18.2,23.9,24.6,2.3,4.2
461,lex-rank,70,word2vec,all,30.0,0.7,rebel\_hf,37.7,16.8,22.8,27.8,1.2,2.3
196,lex-rank,70,word2vec,all,50.0,0.5,rebel\_ft,41.0,18.1,24.9,29.8,1.7,3.1
503,lex-rank,70,word2vec,all,50.0,0.5,rebel\_hf,40.7,16.4,23.0,32.6,0.9,1.7
2,lex-rank,70,word2vec,all,50.0,0.7,rebel\_hf,40.8,16.4,23.0,31.9,0.9,1.6
35,lex-rank,70,word2vec,all,50.0,0.7,rebel\_ft,40.4,18.0,24.6,30.8,1.7,3.2
16,lex-rank,70,word2vec,all,70.0,0.5,rebel\_hf,42.1,15.9,22.7,34.2,0.7,1.3
264,lex-rank,70,word2vec,all,70.0,0.5,rebel\_ft,43.1,17.4,24.6,34.5,1.4,2.6
51,lex-rank,70,word2vec,all,70.0,0.7,rebel\_hf,42.2,15.8,22.6,34.0,0.7,1.3
684,lex-rank,70,word2vec,all,70.0,0.7,rebel\_ft,42.8,17.4,24.6,34.6,1.4,2.6
182,lex-rank,70,word2vec,single,15.0,0.5,rebel\_ft,30.6,18.1,22.3,17.7,3.3,5.3
426,lex-rank,70,word2vec,single,15.0,0.5,rebel\_hf,33.5,17.2,22.2,21.9,2.0,3.6
543,lex-rank,70,word2vec,single,15.0,0.7,rebel\_hf,33.5,17.2,22.2,21.9,2.0,3.6
672,lex-rank,70,word2vec,single,15.0,0.7,rebel\_ft,30.6,18.1,22.2,17.7,3.3,5.3
386,lex-rank,70,word2vec,single,30.0,0.5,rebel\_hf,37.3,16.7,22.7,27.2,1.2,2.4
701,lex-rank,70,word2vec,single,30.0,0.5,rebel\_ft,35.7,18.0,23.6,23.9,2.3,4.1
60,lex-rank,70,word2vec,single,30.0,0.7,rebel\_ft,35.7,18.0,23.6,23.9,2.3,4.1
375,lex-rank,70,word2vec,single,30.0,0.7,rebel\_hf,37.3,16.7,22.7,27.1,1.2,2.3
521,lex-rank,70,word2vec,single,50.0,0.5,rebel\_hf,40.6,16.0,22.6,31.3,0.9,1.6
723,lex-rank,70,word2vec,single,50.0,0.5,rebel\_ft,40.7,17.5,24.3,30.4,1.7,3.1
42,lex-rank,70,word2vec,single,50.0,0.7,rebel\_hf,40.6,16.0,22.6,31.3,0.9,1.6
556,lex-rank,70,word2vec,single,50.0,0.7,rebel\_ft,40.7,17.5,24.3,30.5,1.7,3.2
91,lex-rank,70,word2vec,single,70.0,0.5,rebel\_hf,42.0,15.6,22.4,33.0,0.7,1.3
123,lex-rank,70,word2vec,single,70.0,0.5,rebel\_ft,42.7,17.2,24.3,34.1,1.4,2.6
318,lex-rank,70,word2vec,single,70.0,0.7,rebel\_hf,42.0,15.6,22.4,33.0,0.7,1.3
331,lex-rank,70,word2vec,single,70.0,0.7,rebel\_ft,42.7,17.2,24.3,34.1,1.4,2.6
